Name,LTP,Change(%),Open,Volume,Market Cap (Cr.),PE Ratio,Industry PE,52W High,52W Low,1M Returns,3M Returns,1 Yr Returns,3 Yr Returns,5 Yr Returns,PB Ratio,Dividend,ROE,ROCE,EPS,50 DMA,200 DMA,RSI,Margin Funding,Margin Pledge
Birlanu,"1,912.10",-0.27%,"1,901.00","3,413","1,445.70",-30.91,43.77,"2,789.95","1,605.05",-3.60%,-5.71%,-29.97%,-33.91%,13.07%,1.2,1.57%,2.78%,1.38%,-,"1,934.45","2,041.62",46.75,50.00%,-
NIIT,103.93,-0.52%,104.99,"1,72,360","1,423.70",43.66,46.84,233.8,102.7,-5.06%,-14.47%,-34.56%,56.50%,245.40%,1.33,0.95%,1.11%,5.47%,3.27,108.71,124.93,39.06,60.23%,75.00%
SMC Global Securities,133.32,-1.14%,134,"38,977","1,412.00",14.31,10.51,160,101,-4.85%,-4.74%,-4.70%,61.01%,39.75%,1.16,1.77%,17.15%,17.14%,20.08,137.24,128.37,36.74,60.00%,-
Excel Industries,"1,112.60",-0.73%,"1,126.40","7,031","1,408.90",16,-23.88,"1,760.00",799.1,-2.69%,-16.61%,-28.44%,-10.07%,28.66%,0.89,1.23%,6.44%,6.60%,33.53,"1,159.98","1,150.63",37.31,50.00%,-
Sigachi Industries,36.89,0.49%,36.71,"11,48,762","1,402.80",-26.07,54.8,59.59,30.51,-8.05%,0.93%,-26.21%,39.37%,-38.36%,2.77,0.27%,16.22%,15.84%,1.81,37.32,41.45,41.33,50.00%,60.00%
Jaro Inst of Tech Mgmt & Research,630.85,0.17%,633.65,"1,33,251","1,395.40",36.9,25.16,890,595.6,-17.28%,-15.24%,-15.24%,-15.24%,-15.24%,4.87,0.14%,-,40.90%,-,-,-,38.32,-,75.00%
Hariom Pipe Industries,446.95,-0.72%,454.7,"1,18,322","1,394.10",20.61,22.42,669.9,320.35,-7.13%,0.11%,-21.68%,64.47%,93.48%,2.44,0.14%,12.32%,18.88%,20.39,486.12,430.52,38.55,50.00%,60.00%
Diffusion Engineers,379.3,2.24%,370,"1,07,788","1,388.50",33.91,16.28,418.2,231.85,3.25%,15.68%,8.43%,86.69%,86.69%,3.76,0.41%,-,13.08%,-,373.63,311.64,54.19,50.00%,-
Godavari Biorefineries,269.15,-0.61%,271.2,"50,678","1,385.80",-104.37,18.94,408.6,145,2.51%,-11.14%,-22.80%,-21.58%,-21.58%,1.78,-,-,6.56%,-,268.29,237.76,52.31,-,-
Dolat Algotech,79.12,0.51%,79,"1,42,874","1,385.50",7.57,10.51,146.95,68,-4.50%,-9.94%,-42.24%,19.79%,75.82%,1.38,0.32%,18.19%,34.33%,12.28,81.73,89.34,43.58,50.00%,-
Confidence Petroleum,41.59,-0.14%,41.56,"3,32,772","1,383.80",14.5,25.16,84.04,40.07,-9.25%,-17.32%,-46.13%,-41.46%,51.79%,1.05,0.24%,9.87%,10.24%,2.66,45.59,53.79,38.33,50.00%,-
Suraj Estate Developers,294.1,1.64%,292,"1,93,906","1,382.30",14.95,-6.34,729.85,263.35,4.85%,1.55%,-57.53%,-12.08%,-12.08%,1.45,-,-,16.03%,-,290.05,328.04,57.81,50.00%,-
Bharat Wire Ropes,210.58,4.69%,199.8,"28,08,446","1,379.50",14.34,22.42,248.7,122.23,26.32%,17.54%,-9.10%,84.32%,811.60%,4.95,-,11.11%,18.57%,14.07,175.63,184.08,65.22,50.00%,-
Heubach Colorants,516.3,-0.18%,513.5,"8,196","1,379.00",18.87,-63.79,620.85,508,-4.58%,-12.81%,-4.63%,24.91%,76.12%,2.28,-,4.44%,12.60%,13.12,560.93,575.22,29.96,50.00%,60.00%
V Marc,582.1,3.44%,560,"12,250","1,374.30",38.08,25.97,630,200.3,34.03%,21.31%,43.15%,1340.84%,1135.88%,7.25,-,-,29.97%,-,493.61,372.02,60.94,-,-
Capital India Finance,35.38,0.54%,35.79,"2,22,221","1,371.40",-146.54,10.51,44.5,31.55,-3.62%,5.17%,-1.72%,-1.72%,-1.72%,2.31,0.06%,-,5.93%,-,35.01,-,51.29,50.00%,-
Jindal Photo,"1,414.20",6.12%,"1,332.70","16,499","1,367.10",5.98,10.51,"1,584.80",536,28.31%,66.93%,96.20%,274.18%,12197.39%,1.43,-,-,22.43%,-,"1,197.57",891.52,60.08,-,-
Chaman Lal Setia Exports,270.1,-1.75%,274.4,"34,390","1,367.00",13.47,20.33,447.2,252.1,4.37%,-15.42%,-12.81%,149.86%,110.19%,2.1,0.91%,19.34%,18.35%,21.42,274.53,312.37,47.71,50.00%,-
Hester Biosciences,"1,629.60",1.64%,"1,603.30","6,859","1,363.90",35.27,26.33,"2,786.10","1,242.95",-10.80%,-23.07%,-32.08%,-18.34%,-6.01%,4.34,0.44%,6.99%,9.90%,22.75,"1,895.97","1,818.47",29.71,50.00%,-
Laxmi Goldrona House,258.65,-4.82%,265,"23,922","1,361.30",117.13,39.24,654.85,119.75,-33.41%,-9.01%,96.23%,2517.91%,1624.33%,20.94,-,-,16.63%,-,339.1,276.93,27.24,-,-
RACL Geartech,"1,100.00",-4.32%,"1,143.70","24,706","1,355.30",48.74,80.72,"1,347.80",658.05,-11.08%,17.66%,29.73%,29.73%,29.73%,4.43,-,-,18.06%,-,"1,029.34",893.06,50.94,50.00%,-
Raj Rayon Industries,24.67,1.23%,24.8,"5,856","1,355.20",58.26,53.68,31.59,17.99,-10.03%,-5.70%,6.70%,-2.30%,1727.41%,13.96,-,-11.88%,7.73%,0.07,26.04,24.84,41.41,-,-
Western Carriers,135.36,1.84%,133.54,"4,44,164","1,355.20",23.73,25.16,147.29,65.1,4.02%,29.25%,5.39%,-15.10%,-15.10%,1.63,-,-,12.77%,-,131.59,106.36,59.4,50.00%,-
Apollo Pipes,306.35,-0.36%,311,"2,44,811","1,354.30",55.19,37.5,528.2,297.75,-12.46%,-24.21%,-41.01%,-37.61%,84.72%,1.58,0.22%,22.15%,5.99%,10.31,363.15,392.88,29.43,50.00%,-
Reliance Industrial Infrastructure,896.85,0.19%,907.7,"79,271","1,351.70",111.75,25.16,"1,259.70",726.45,0.43%,3.91%,-18.16%,-17.24%,154.97%,2.87,0.39%,2.83%,2.85%,8.87,906.51,899.05,45.76,50.00%,70.00%
Butterfly Gandhimathi Appliances,753.45,-0.19%,751.1,"9,325","1,349.60",37.23,63.33,882.15,550.7,8.51%,6.14%,-7.48%,-52.63%,133.92%,4.18,-,2.53%,14.47%,-,712.58,687.97,65,50.00%,-
GPT Infraprojects,106.55,-0.20%,108.98,"1,50,754","1,349.10",16.25,-6.34,153.45,84.48,-7.55%,-17.55%,-22.48%,67.01%,1460.03%,2.57,2.81%,-,21.01%,-,113.6,120.47,41.64,50.00%,-
India Motor Parts & Accessories,"1,075.20",-0.49%,"1,079.00","2,855","1,348.50",17.02,80.72,"1,331.95",870.1,-2.09%,4.54%,-12.16%,43.41%,106.53%,0.53,2.80%,3.57%,4.07%,61.63,"1,053.03","1,045.97",52.75,50.00%,-
Sathlokhar Synergys E&C Global,546.7,-2.09%,561.2,"94,600","1,347.70",31.51,-6.34,578,362,14.26%,25.40%,32.37%,121.34%,121.34%,7.82,-,-,34.21%,-,490.84,454.95,67.01,-,-
GNA Axles,321.8,2.57%,330,"1,38,923","1,347.00",13.17,80.72,448.8,271.05,2.73%,4.48%,-21.75%,-3.05%,182.83%,1.5,0.96%,18.22%,15.60%,22.03,312.16,325.21,58.62,50.00%,-
Shree Digvijay Cement Company,90.32,-0.74%,90.15,"2,21,886","1,345.50",35.97,36.01,107.7,63.55,-0.33%,9.35%,1.10%,37.58%,44.17%,3.71,1.64%,23.01%,7.90%,5.55,91.33,80.5,50.6,50.00%,-
Alldigi Tech,892.5,1.09%,878,"12,690","1,345.40",18.78,19.14,"1,114.40",822,-2.52%,-15.83%,-9.41%,-18.74%,-18.74%,5.19,5.09%,26.07%,36.86%,43.71,921.55,946.84,46.82,50.00%,-
Yuken,964.3,-2.48%,"1,015.00","5,594","1,343.20",55.12,-43.57,"1,224.90",712.7,-1.57%,-6.12%,-16.50%,81.19%,57.59%,4.29,0.15%,6.72%,12.70%,17.5,970.48,950.64,53.92,50.00%,-
Atul Auto,479.3,-0.95%,485.25,"69,211","1,342.90",68.38,12.42,693.55,412.65,-2.40%,7.50%,-20.48%,75.15%,211.84%,3.05,-,-,6.95%,-,488.66,476.26,43.67,50.00%,-
B L Kashyap & Sons,59.24,0.32%,58.99,"1,31,437","1,331.20",73.45,-6.34,84.95,45,-3.99%,-21.93%,-26.13%,106.77%,997.04%,2.53,-,4.98%,14.34%,2.33,64.46,64.07,39.13,11.00%,-
Arisinfra Solutions,163.53,0.04%,163.22,"4,91,144","1,324.90",282.16,42.65,208.5,136,0.55%,5.01%,-6.22%,-6.22%,-6.22%,1.82,-,-,21.63%,-,158.81,-,49.81,-,70.00%
Vardhman Holdings,-,-100.00%,"3,900.00",-,"1,321.90",5.37,10.51,"5,760.00","2,850.00",-100.00%,-100.00%,-100.00%,-100.00%,-100.00%,0.38,0.12%,-,7.71%,-,"3,831.63","3,760.99",8.77,-,-
Madras Fertilizers,82.3,0.35%,82.17,"1,30,952","1,321.20",19.46,34.91,108.7,66.5,-4.21%,-11.99%,-14.56%,69.69%,415.99%,-39.59,-,-64.56%,161.83%,3.06,86.78,86.6,42.66,50.00%,-
Paramount Communications,43.3,0.07%,43.44,"3,65,209","1,319.90",16.45,25.97,90.1,41.98,-3.84%,-20.97%,-39.52%,96.37%,532.12%,1.84,-,16.19%,16.70%,3.17,45.44,54.16,42.52,50.00%,-
Roto Pumps,70.23,0.29%,69.49,"1,54,434","1,319.70",38.48,56.72,109.67,58.42,-8.65%,-19.42%,-23.82%,103.04%,86.98%,5.98,0.38%,20.34%,20.51%,11.83,77.97,82.9,30.84,50.00%,-
Balaji Telefilms,115.75,5.14%,110.7,"1,47,479","1,316.60",16.23,12.08,141.32,49.02,-6.80%,21.15%,89.44%,137.92%,91.64%,2,-,-,-1.04%,-,115.47,86.5,48.52,-,-
Sportking,99.03,0.04%,98.21,"40,545","1,315.30",11.17,6.93,140,69.91,-5.90%,-13.86%,-3.06%,43.44%,-3.95%,1.36,1.02%,7.80%,14.28%,66.1,104.66,101.98,44.38,60.00%,-
Texmaco Infrastructure & Holdings,102.4,-0.57%,103,"83,151","1,312.40",-332,-6.34,159.5,85.35,6.08%,4.63%,-11.77%,67.18%,209.83%,0.99,0.15%,0.48%,0.54%,0.42,95.61,101.54,67.05,50.00%,-
Royal Orchid Hotels,474.8,-0.76%,478.45,"30,087","1,312.20",26.27,324.15,593.4,301.8,-11.31%,19.04%,45.87%,68.25%,690.02%,5.69,0.52%,23.82%,17.32%,17.36,512.24,413.96,35.18,50.00%,-
SRM Contractors,595.35,4.20%,585,"4,01,673","1,310.90",20.75,-6.34,584.9,257.65,7.42%,27.42%,128.85%,163.43%,163.43%,4.76,-,-,28.20%,-,528.17,425.2,65.31,0.00%,-
Gandhar Oil Refinery,133.82,0.02%,134.7,"78,818","1,309.50",17.04,12.38,244.4,128.48,-6.10%,-17.92%,-39.14%,-55.60%,-55.60%,1.06,0.37%,28.04%,11.24%,12.94,142.73,156.49,30.35,50.00%,-
Shree Pushkar Chemicals,399.5,0.06%,402.8,"96,876","1,291.10",19.36,-63.79,476,220.5,-8.68%,-0.88%,53.59%,70.91%,276.18%,2.4,0.50%,-,12.34%,-,390.67,327.1,45.5,50.00%,-
Gandhi Special Tubes,869.5,-0.95%,879.8,"6,793","1,290.20",16.3,22.42,"1,031.80",585.5,-7.87%,15.64%,8.41%,95.26%,321.17%,4.05,1.70%,24.95%,27.86%,44.54,910.76,751.52,42.01,50.00%,-
Agarwal Industrial Corporation,847.55,-1.46%,859.8,"15,817","1,286.50",14.33,22.29,"1,380.00",766.85,-10.35%,-11.68%,-20.88%,24.50%,907.19%,2.05,0.38%,22.85%,20.16%,80.66,886.04,968.18,34.41,50.00%,-
Bombay Super Hybrid Seeds,123.57,1.08%,123,"5,633","1,282.90",46.48,25.16,179.99,115.82,-2.85%,-8.59%,-24.52%,16.52%,1273.00%,12.25,-,29.79%,32.35%,2.16,130.73,135.65,43.82,50.00%,-
IRM Energy,316.75,1.46%,315.3,"1,10,539","1,281.90",31.69,25.16,419.95,237,-13.37%,9.77%,-21.03%,-33.06%,-33.06%,1.36,0.48%,9.82%,9.01%,19.9,316.6,297.52,44.44,50.00%,-
Capital Small Finance Bank,275.1,-2.71%,282.15,"83,364","1,280.50",9.46,9.4,330.65,250,-3.88%,-14.42%,-7.00%,-36.76%,-36.76%,0.92,1.42%,9.31%,6.66%,24.74,285.58,289.12,38.63,60.00%,-
STL Networks,26.7,1.75%,26.25,"12,95,615","1,280.30",-40.37,19.14,35.4,20.66,-9.18%,22.76%,22.76%,22.76%,22.76%,13.12,-,-,-720.78%,-,-,-,49.62,-,-
Signpost India,236.01,-1.33%,239.01,"39,187","1,278.50",33.74,25.16,403.3,180.37,-10.04%,5.42%,2.60%,-27.73%,-27.73%,5.81,0.21%,-,17.85%,-,267.34,251.9,36.62,36.00%,-
MIC Electronics,53.95,1.85%,53.09,"15,52,934","1,276.60",132.53,44.1,96.55,44.2,-9.77%,3.67%,-40.90%,373.25%,263.30%,5.59,-,-,7.50%,-,58.65,59.44,41.9,50.00%,-
Quadrant Future Tek,309.55,-2.75%,315,"23,49,621","1,273.20",-,25.97,744,314.5,-23.01%,-26.25%,-30.28%,-30.28%,-30.28%,-,-,-,-5.71%,-,405.09,-,17.74,50.00%,70.00%
Pashupati Cotspin,811.05,0.58%,815.05,"3,191","1,272.70",92.59,23.33,815,473,14.05%,15.76%,41.92%,538.62%,1305.63%,8.25,0.06%,-,16.08%,-,716.61,658.09,87.03,-,-
Manali Petrochemicals,73.98,0.01%,73.95,"4,32,043","1,272.30",41.6,22.29,81.1,49.93,12.67%,13.14%,3.67%,-12.29%,144.97%,1.16,0.68%,4.85%,4.40%,1.69,69.52,63.61,60.51,50.00%,-
Lloyds Engineering Works - PP,43.37,5.24%,41.73,"3,00,779","1,271.40",-,-43.57,60.5,36.15,-4.15%,-12.70%,9.91%,9.91%,9.91%,2.57,-,-,-,-,42.91,-,55.91,-,-
Mangal Electrical Industries,464.55,1.10%,463.9,"1,62,632","1,269.60",27.81,34.77,573.7,439.95,-2.26%,-13.22%,-13.22%,-13.22%,-13.22%,2.26,-,-,44.83%,-,-,-,45.09,-,60.00%
Bharat Seats,208.98,3.61%,202,"2,06,915","1,266.60",36.11,80.72,239.45,69.84,6.84%,86.16%,147.52%,147.52%,147.52%,6.54,0.54%,-,16.55%,-,182.93,-,52.55,-,-
ECOS Mobility & Hospitality,207.52,-1.51%,213,"1,08,954","1,264.30",21.13,25.16,436.5,165,-12.85%,-32.40%,-46.96%,-53.17%,-53.17%,5.71,1.14%,-,34.70%,-,253.33,249.9,25.03,60.00%,-
Electrotherm,975.9,-0.46%,957.2,"9,840","1,249.30",3.46,22.42,"1,455.00",673.35,-10.50%,13.42%,6.75%,1228.66%,999.61%,-7.88,-,-,201.40%,-,996.1,975.06,42.7,50.00%,-
Oriental Aromatics,347.1,-6.06%,374.25,"21,817","1,243.50",52.14,25.14,656.7,261.55,5.68%,-5.93%,-45.05%,-29.74%,-23.25%,1.88,0.14%,1.44%,9.48%,7.76,339.88,347.2,50.31,50.00%,-
IFB Agro Industries,"1,444.40",9.08%,"1,449.50","7,26,757","1,240.40",39.85,55.81,"1,373.15",440,64.93%,72.72%,148.93%,149.83%,329.18%,2.04,-,-,5.81%,-,912.43,685.16,81.05,-,-
Aurum PropTech,172.24,0.42%,168.4,"72,364","1,232.70",-33.44,19.14,264.8,144.4,2.20%,-7.78%,-20.30%,48.61%,-74.39%,2.54,-,-,-3.07%,-,171.5,185.4,49.51,50.00%,-
One Point One Solutions,48.92,4.35%,47.04,"72,32,315","1,232.40",35.25,19.14,69.99,41.01,1.58%,0.76%,-23.19%,225.05%,2663.84%,3.17,-,-,10.81%,-,45.56,51.56,60.89,-,-
Lloyds Enterprises - PP,48.01,-0.41%,46.7,"1,55,570","1,226.60",-,42.65,48.89,38.85,3.27%,2.72%,2.72%,2.72%,2.72%,-,-,-,-,-,-,-,54.53,-,-
Indef Manufacturing,379.95,-0.78%,382.45,"38,330","1,225.40",35.82,-43.57,580.25,199.24,4.10%,-9.16%,42.33%,42.33%,42.33%,4.83,-,-,15.78%,-,380.96,-,44.24,0.00%,-
AB Infrabuild,19.61,2.24%,19.1,"2,43,251","1,225.20",60,-6.34,224.98,6.17,-1.26%,-89.51%,138.56%,44.19%,3114.75%,10.13,-,-,20.67%,-,19.48,13.84,56.26,-,-
IZMO,860.65,5.00%,825,"59,361","1,220.80",25.13,19.14,"1,374.70",229.7,-21.67%,139.47%,142.23%,1090.39%,2248.29%,3.42,-,-,14.85%,-,908.44,486.84,45.83,-,-
GPT Healthcare,149.52,0.59%,148.95,"64,313","1,219.70",25.82,32.94,192,126.1,0.97%,-18.37%,-13.50%,-25.50%,-25.50%,6.15,2.67%,26.34%,25.61%,5.08,150.58,154.73,49.07,60.00%,-
SWELECT Energy Systems,801.85,-0.32%,802.05,"9,768","1,219.40",42.73,34.77,"1,278.80",461.1,-11.54%,19.79%,-31.35%,157.37%,569.88%,1.43,0.37%,-,8.12%,-,835.81,685.37,40.09,50.00%,-
Steel Exchange India,9.52,-2.46%,9.76,"22,47,935","1,217.30",36.22,22.42,11.97,7.06,-8.46%,-8.64%,-15.38%,-20.33%,192.02%,2.33,-,-11.38%,12.40%,0.16,9.9,9.28,36.93,11.00%,-
BOROSCI,136.13,-0.20%,136.4,"60,590","1,213.20",69.37,25.44,199.5,107.42,-5.57%,-12.78%,-28.75%,-13.13%,-13.13%,3.01,-,6.24%,9.94%,2.84,138.64,142.86,46.21,60.00%,-
Walchandnagar Industries,175.58,-1.04%,177.5,"1,90,573","1,203.40",-12.7,-43.57,335,142.79,-9.90%,-8.56%,-40.26%,169.50%,281.70%,3.26,-,-,-8.68%,-,188.12,199.87,44.91,-,-
Wealth First Portfolio Managers,"1,129.70",0.19%,"1,133.20","1,925","1,201.50",33.3,10.51,"1,720.00",801.2,-5.17%,-10.39%,-28.82%,281.85%,1156.62%,9.35,1.42%,-,35.00%,-,"1,200.20","1,104.39",31.82,-,-
Tribhovandas Bhimji Zaveri,181.74,1.03%,181.95,"3,80,191","1,200.40",16.24,39.24,292,155.99,-3.61%,-9.18%,-30.98%,127.03%,381.43%,1.83,1.25%,9.05%,20.30%,9.01,185.92,188.96,44.11,50.00%,-
Heranba Industries,298.85,-0.33%,298.2,"13,185","1,199.80",-149.2,-23.88,562,208,-2.72%,-21.01%,-38.43%,-40.84%,-63.22%,1.43,0.33%,-,5.13%,-,319.77,304.33,40.7,50.00%,-
Amines & Plasticizers,214.59,-1.02%,215,"5,462","1,192.90",30.29,25.14,349,186.16,-2.87%,-0.72%,-24.24%,34.12%,34.12%,4.66,0.23%,12.52%,23.21%,7.37,219.87,231.37,47,50.00%,-
GTPL Hathway,106.51,0.78%,106,"12,395","1,188.60",34.04,12.08,157.99,98.1,-1.72%,-11.65%,-28.79%,-23.10%,-8.38%,1.04,1.88%,10.32%,6.17%,7.59,111.17,113.02,43.87,50.00%,-
Le Merite Exports,480.55,-1.64%,493,"18,800","1,187.10",173.24,42.65,496,215.5,6.92%,48.94%,117.69%,652.03%,510.22%,10.5,-,-,14.06%,-,415.65,336.57,64.54,-,-
Faze Three,478.5,-1.97%,483,"27,217","1,187.00",25.68,53.68,747.95,317.75,0.23%,-18.01%,19.49%,56.12%,56.12%,3.22,-,17.42%,15.40%,17.06,484.11,493.29,45.66,50.00%,-
Control Print,731.6,-1.18%,734.95,"21,594","1,184.10",12.15,18.14,917.5,547,-10.89%,-4.22%,0.71%,68.49%,233.45%,2.93,1.36%,16.29%,16.37%,32.65,773.93,715.71,39.1,50.00%,-
Bluspring Enterprises,78.24,-1.30%,79.3,"1,47,360","1,180.70",-6.61,30.52,100.88,67.06,-2.30%,-13.22%,-7.46%,-7.46%,-7.46%,1.7,-,-,-13.94%,-,80.38,-,43.76,-,-
Krishna Defence & Allied Industries,795,0.47%,791.25,"14,500","1,180.50",53.28,58.25,"1,027.50",503,-5.33%,-4.02%,12.89%,683.64%,909.52%,7.85,0.06%,-,23.15%,-,796.56,771.45,47.9,-,-
BCL Industries,39.86,-0.10%,39.87,"2,04,101","1,177.70",10.54,55.81,60.3,34.5,-3.77%,-10.29%,-28.68%,19.92%,210.68%,1.47,0.65%,13.13%,14.84%,3.19,40.58,41.18,47.44,50.00%,-
Dynacons Systems & Solutions,914.15,-0.89%,919,"14,150","1,173.70",15.71,19.14,"1,618.20",820.55,-11.40%,-8.38%,-27.12%,237.14%,2268.26%,5.07,-,31.93%,36.47%,45.18,951.84,"1,055.33",43.52,50.00%,-
Kross,181.12,-0.32%,181.6,"1,05,374","1,172.10",22.98,80.72,246.6,150.06,-8.62%,4.04%,2.25%,-30.29%,-30.29%,2.7,-,-,42.17%,-,198.95,183.92,39.44,50.00%,-
Gem Aromatics,221.46,-1.14%,225,"1,04,913","1,170.20",22.13,25.14,349.6,223,-14.54%,-30.59%,-30.59%,-30.59%,-30.59%,0.59,-,-,23.34%,-,-,-,35.05,-,60.00%
Dhunseri Ventures,324.25,-2.33%,332,"28,815","1,162.80",8.07,42.65,456.2,293.1,-10.83%,-6.50%,-27.42%,49.36%,461.47%,0.36,1.51%,5.13%,5.63%,52.13,348.3,343.05,40.44,50.00%,-
DPSC,11.79,-0.34%,11.97,"69,971","1,152.00",147.88,7.39,18.99,10.52,-2.32%,-6.21%,-34.35%,-11.35%,0.34%,1.3,0.42%,1.57%,2.77%,0.18,12.09,12.99,44.92,50.00%,-
Bhartiya International,832.25,-3.03%,866.5,"16,982","1,150.90",42.74,30.61,984.75,444,-0.54%,-8.00%,15.54%,305.09%,528.59%,2.46,-,-,13.29%,-,833.41,719.96,54.4,-,-
Ganesh Consumer Products,282.3,-0.77%,284.5,"1,14,354","1,149.70",32.66,20.33,309.95,277.5,-2.67%,-4.08%,-4.08%,-4.08%,-4.08%,3.24,2.59%,-,22.06%,-,-,-,45.41,-,75.00%
Themis Medicare,125.11,0.72%,124.8,"52,249","1,143.30",-125.71,54.8,317,98,-5.61%,21.96%,-52.60%,31.54%,295.42%,3.1,0.40%,11.52%,11.51%,5.43,120.73,144.83,48.97,50.00%,-
TVS Electronics,605.7,-1.17%,614.5,"67,350","1,143.10",-187.51,18.14,739.35,271.45,-5.26%,48.62%,63.64%,118.62%,516.80%,12.3,-,-,17.63%,-,527.7,418.09,53.62,-,-
Osel Devices,677.3,4.89%,648.95,"43,600","1,142.50",56.99,12.19,657.8,186.25,15.96%,55.77%,218.06%,225.70%,225.70%,7.09,-,-,29.38%,-,597.16,363.24,68.64,-,-
R&B Denims,127.38,0.32%,125.5,"30,134","1,142.50",37.09,23.33,155.02,97.55,6.79%,23.25%,23.25%,23.25%,23.25%,6.2,-,-,20.39%,-,-,-,53.77,-,-
Vishnu Prakash R Punglia,92.38,0.88%,91.7,"6,16,011","1,141.40",22.44,-6.34,345.75,88,-3.92%,-41.24%,-68.50%,-36.60%,-36.60%,1.46,-,28.82%,17.20%,9.8,107.19,160.75,39.06,50.00%,65.00%
Ice Make Refrigeration,711.65,-1.45%,716.8,"14,421","1,139.50",64.07,-43.57,"1,088.75",575.15,-4.68%,-9.71%,-16.17%,148.92%,792.91%,9.19,0.31%,25.64%,19.75%,15.54,739.83,783.49,42.59,50.00%,-
SBC Exports,24.05,0.54%,24,"1,46,74,898","1,139.00",68.29,47.97,24.05,10.95,8.28%,34.96%,28.82%,495.30%,1172.49%,20.47,-,19.67%,30.65%,0.43,21.7,16.41,74.12,50.00%,60.00%
Kellton Tech Solutions,21.53,-2.09%,22.2,"34,29,014","1,129.70",14.12,19.14,35.5,19,-10.25%,-21.28%,-23.38%,71.42%,124.27%,2.08,-,-33.99%,18.72%,7.04,24.37,25,40.43,50.00%,60.00%
Rico Auto Industries,84.33,1.13%,83.72,"2,76,586","1,128.10",34.74,80.72,113.28,54,-9.77%,19.79%,-9.98%,47.04%,182.99%,1.55,0.60%,7.38%,8.59%,2.87,94.06,78.37,37.95,50.00%,-
Avt Natural Products,73.56,-0.69%,74.08,"11,07,774","1,128.00",20.75,8.41,85.5,51.41,2.87%,-1.17%,-9.76%,-34.15%,71.27%,2.23,0.95%,11.35%,14.00%,3.34,72.25,67.54,63.34,50.00%,-
Sterling Tools,306.6,-1.49%,311.9,"72,872","1,126.20",22.96,18.92,744.3,270,-3.80%,-7.40%,-40.43%,23.73%,77.17%,2.25,0.64%,11.96%,14.72%,16.73,320.71,350.27,38.89,50.00%,-
Indo Farm Equipment,232.44,-0.71%,231.6,"1,57,137","1,124.90",42.39,27.21,293.2,136.8,-3.00%,20.19%,-15.07%,-15.07%,-15.07%,2.12,-,-,8.39%,-,242.13,195.21,44.94,-,-
Saurashtra Cement,100.54,-0.49%,100.05,"44,946","1,124.10",80.2,36.01,129.2,73.73,-9.53%,-21.02%,-15.70%,-14.18%,-14.18%,1.19,-,6.10%,2.56%,5.69,109.32,97.11,39.26,61.47%,-
Peninsula Land,34.2,-1.36%,34.71,"2,36,151","1,123.30",-28.43,-6.34,56.25,20.87,-2.87%,-10.31%,-27.60%,167.19%,776.92%,5.75,-,-,3.68%,-,34.8,32.16,49.43,36.00%,-
Vilas Transcore,431.4,-5.86%,436.05,"60,250","1,121.80",32.83,22.42,673.7,291,-18.24%,-18.91%,-12.09%,91.10%,91.10%,4.11,-,-,17.43%,-,507.44,461.79,33.5,-,-
Max India,213.6,-0.21%,214,"23,504","1,119.00",-8.05,10.51,302.94,159.65,-2.36%,1.37%,-16.24%,141.57%,305.93%,2.36,-,-1.92%,-27.91%,-,214.73,202.64,50.22,50.00%,-
C2C Advanced Systems,676.55,1.11%,670,"25,650","1,113.50",-,-43.57,954,250.15,3.99%,5.28%,50.06%,50.06%,50.06%,-,-,-,20.21%,-,717.1,577.58,51.05,-,-
Tamilnadu Petroproducts,124.48,0.60%,125,"17,88,383","1,113.30",14.18,22.29,127.49,63.66,13.61%,27.96%,48.08%,33.20%,245.78%,1.22,0.97%,-,7.68%,-,108.14,89.85,74.95,-,-
Krishival Foods,495.7,-0.55%,499.9,"52,637","1,111.30",76.1,20.33,508,211,5.63%,31.87%,67.47%,64.68%,1024.04%,8.23,0.05%,-,13.61%,-,466.27,343.53,63.22,-,-
Om Infra,113.53,-0.89%,114.55,"70,789","1,103.20",49.33,22.37,186,100.3,-9.93%,-3.10%,-30.47%,205.60%,581.86%,1.48,0.35%,-,6.03%,-,116.37,122.76,41.98,50.00%,-
Andhra Sugars,80.37,-1.12%,81.26,"75,863","1,101.60",31.07,26.27,107.05,65.1,7.13%,4.62%,-22.69%,-43.72%,47.82%,0.69,0.99%,11.64%,2.09%,5.36,77.86,77.42,53.73,68.65%,-
SKM Egg Products Export,427.8,2.53%,429.95,"3,94,987","1,098.60",20.03,20.33,421.5,154,37.76%,38.13%,78.68%,295.38%,954.99%,3.25,0.36%,-,15.43%,-,346.12,256.57,83.6,-,-
Pudumjee Paper Products,116.67,0.85%,115.7,"1,35,205","1,098.50",10.52,14.2,232.2,92.35,-6.26%,-6.93%,-6.91%,123.93%,564.79%,1.88,0.52%,-,19.62%,-,124.67,118.32,40.28,50.00%,-
Mamata Machinery,435.3,-1.62%,441,"1,02,767","1,088.80",25.21,-43.57,630,311.55,-6.09%,-7.31%,-30.90%,-30.90%,-30.90%,6.36,0.11%,-,32.12%,-,443.57,418.4,43.79,50.00%,60.00%
Ester Industries,111.27,-0.07%,111.35,"41,344","1,086.60",48.06,13.58,175,102.99,-0.24%,1.58%,-24.41%,-31.31%,-1.09%,1.39,-,1.57%,7.67%,-,113.43,125.27,44.63,50.00%,-
